origin,region,state,regionType,uom,mileLower,mileUpper,productType,season,entryDate,amount,tons,id,last_update_date
"BURLEY, ID",WA E,WA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"JEFFERSONVILLE, IN",IA NE,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"INOLA, OK",NE SE,NE,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,3.25,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",MN N,MN,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,0,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BURLEY, ID",WY E,WY,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-08-18,0,25,"WY E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"SERGEANT BLUFF, IA",NE C,NE,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"JEFFERSONVILLE, IN",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,0,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"BURLEY, ID",WA W,WA,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"WINONA, MN",MN S,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"INOLA, OK",KS SW,KS,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"KS SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",MT S,MT,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"MOORLAND, IA",IA SW,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",MO NE,MO,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.9,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",MO NW,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WILMINGTON, NC",SC NW,SC,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,5,25,"SC NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"OTTAWA, IL",MN N,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BURLEY, ID",WA E,WA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"SAINT LOUIS, MO",MO SE,MO,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4.5,25,"MO SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"JEFFERSONVILLE, IN",IA NE,IA,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,0,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"INOLA, OK",TX NW,TX,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",KS N,KS,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"KS N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"MOORLAND, IA",IA NE,IA,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"INOLA, OK",CO W,CO,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"SAINT PAUL, MN",WI SW,WI,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"WI SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"ROCK ISLAND, IL",MN N,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"BURLEY, ID",ID N,ID,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"ID N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,MN,MN,ORIGIN,$/ST,80,90,AMMONIA,FALL 2023,2023-08-18,36.1,20,MN|#|ORIGIN|#|AMMONIA|#|$/ST|#|80|#|90|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"OTTAWA, IL",IL E,IL,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SERGEANT BLUFF, IA",MN C,MN,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ENID, OK",KS SW,KS,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.4,25,"KS SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",MO NE,MO,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.9,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",OK SE,OK,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BURLEY, ID",UT SW,UT,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"UT SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"BURLEY, ID",OR E,OR,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"INOLA, OK",TX NE,TX,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"SERGEANT BLUFF, IA",NE SE,NE,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ROCK ISLAND, IL",IA NE,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"MOORLAND, IA",IA SE,IA,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"ROCK ISLAND, IL",IA NE,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"JEFFERSONVILLE, IN",IA SW,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,18,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"BILLINGS, MT",MT S,MT,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"INOLA, OK",KS SW,KS,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,3.4,25,"KS SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",IA SE,IA,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4.5,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"ROCK ISLAND, IL",IA SE,IA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BURLEY, ID",WA E,WA,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SAINT LOUIS, MO",IL W,IL,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"CINCINNATI, OH",MN S,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
,MN,MN,ORIGIN,$/ST,0,10,ATS,2023 Q4,2023-08-18,7.3,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|0|#|10|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"CINCINNATI, OH",IL E,IL,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"JEFFERSONVILLE, IN",MN C,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"OTTAWA, IL",MN S,MN,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SAINT LOUIS, MO",MO NW,MO,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"BILLINGS, MT",UT E,UT,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4.5,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"OTTAWA, IL",IA SW,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"WINONA, MN",WI N,WI,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
,MN,MN,ORIGIN,$/ST,40,50,ATS,2023 Q4,2023-08-18,11.6,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|40|#|50|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ROCK ISLAND, IL",WI N,WI,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
,NE,NE,ORIGIN,$/MI,60,70,ATS,2023 Q4,2023-08-18,5.6,25,NE|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|60|#|70|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BILLINGS, MT",ID N,ID,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,0,25,"ID N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",UT E,UT,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4.5,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"JEFFERSONVILLE, IN",IA SW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"BILLINGS, MT",ID W,ID,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,7.25,25,"ID W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",OK SE,OK,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"WINONA, MN",WI SW,WI,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"WI SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"SAINT PAUL, MN",MN N,MN,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"OTTAWA, IL",IA SW,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BILLINGS, MT",WY SW,WY,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,7.25,25,"WY SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",UT E,UT,DESTINATION,$/MI,0,60,UREA,2023 Q4,2023-09-28,18,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT PAUL, MN",IA NW,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"SAINT LOUIS, MO",IL E,IL,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"CINCINNATI, OH",IL E,IL,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"WILMINGTON, NC",NC W,NC,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"NC W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"SAINT PAUL, MN",IA NW,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"INOLA, OK",KS SE,KS,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.4,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",UT E,UT,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4.5,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",OR E,OR,DESTINATION,$/MI,0,60,MAP,2023 Q4,2023-09-28,18,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"WILMINGTON, NC",NC NE,NC,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,5,25,"NC NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BURLEY, ID",ID N,ID,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"ID N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
,OK,OK,ORIGIN,$/ST,10,20,ATS,2023 Q4,2023-08-18,11.1,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|10|#|20|#|2023 Q4|#|2023-08-18|#|,2023-08-18
,KS/OK/MO,OK,ORIGIN,$/MI,300,350,AMMONIA,FALL 2023,2023-08-18,6.5,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/MI|#|300|#|350|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"ENID, OK",TX NE,TX,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"ENID, OK",CO E,CO,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,3.8,25,"CO E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"WINONA, MN",WI SW,WI,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"WI SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"ENID, OK",KS NW,KS,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BILLINGS, MT",WY E,WY,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,7,25,"WY E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"MOORLAND, IA",IA SW,IA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
,KS,KS,ORIGIN,$/MI,70,80,ATS,2023 Q4,2023-08-18,5.5,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|70|#|80|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",MO NW,MO,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
,IL/IN/OH,OH,ORIGIN,$/MI,250,300,AMMONIA,FALL 2023,2023-08-18,7.15,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/MI|#|250|#|300|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",MT N,MT,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"MT N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"BURLEY, ID",UT E,UT,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
