origin,region,state,regionType,uom,mileLower,mileUpper,productType,season,entryDate,amount,tons,id,last_update_date
"OTTAWA, IL",MN N,MN,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"JEFFERSONVILLE, IN",MN N,MN,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"INOLA, OK",TX NW,TX,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",NE NW,NE,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"MOORLAND, IA",IL E,IL,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
,IA,IA,ORIGIN,$/MI,80,90,ATS,2023 Q4,2023-08-18,5.3,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"CINCINNATI, OH",MN C,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"ROCK ISLAND, IL",MN C,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
,OK,OK,ORIGIN,$/MI,80,90,10-34-0,2023 Q4,2023-08-18,5.2,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",NE C,NE,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"OTTAWA, IL",IL E,IL,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
,KS/OK/MO,OK,ORIGIN,$/MI,250,300,AMMONIA,FALL 2023,2023-08-18,6.55,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/MI|#|250|#|300|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"INOLA, OK",KS NW,KS,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.65,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"SAINT PAUL, MN",MN N,MN,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"INOLA, OK",CO W,CO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",MN N,MN,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"ENID, OK",KS NW,KS,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.65,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"OTTAWA, IL",MN C,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"INOLA, OK",KS SC,KS,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,3.4,25,"KS SC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",WI SE,WI,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"BILLINGS, MT",WA E,WA,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"MOORLAND, IA",MN C,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
,ND,ND,ORIGIN,$/MI,80,90,ATS,2023 Q4,2023-08-18,5.8,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ENID, OK",KS N,KS,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,3.3,25,"KS N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"CINCINNATI, OH",IL W,IL,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"SAINT PAUL, MN",IA SE,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"INOLA, OK",KS SC,KS,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"KS SC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"BURLEY, ID",MT W,MT,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"MT W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"INOLA, OK",NE NW,NE,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",MN C,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SAINT LOUIS, MO",MO NW,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BILLINGS, MT",MT E,MT,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,6.5,25,"MT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",KS SC,KS,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"KS SC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
,KS,KS,ORIGIN,$/MI,70,80,UAN,2023 Q4,2023-08-18,5.5,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|70|#|80|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BILLINGS, MT",ID E,ID,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,6.5,25,"ID E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",MT S,MT,DESTINATION,$/MI,0,60,UREA,2023 Q4,2023-09-28,18,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",CO E,CO,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"CO E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",MO NE,MO,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,3.9,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",MO SW,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",OK SE,OK,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BURLEY, ID",MT S,MT,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,6.25,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,IL/IN/OH,IN,ORIGIN,$/MI,200,250,AMMONIA,FALL 2023,2023-08-18,7.45,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/MI|#|200|#|250|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"BILLINGS, MT",WY SW,WY,DESTINATION,$/MI,0,60,UREA,2024 Q1,2023-09-28,18,25,"WY SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"WILMINGTON, NC",SC NW,SC,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"SC NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BURLEY, ID",UT NW,UT,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,6,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"ENID, OK",TX NE,TX,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",KS NW,KS,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
,IA,IA,ORIGIN,$/MI,150,200,ATS,2023 Q4,2023-08-18,4.9,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|150|#|200|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",KS SE,KS,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",CO E,CO,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,3.8,25,"CO E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BURLEY, ID",OR E,OR,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SAINT PAUL, MN",MN C,MN,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"BILLINGS, MT",WY E,WY,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,7,25,"WY E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BURLEY, ID",ID N,ID,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"ID N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"INOLA, OK",TX NW,TX,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",WA W,WA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",MO NW,MO,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"SERGEANT BLUFF, IA",NE SE,NE,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"MOORLAND, IA",MN C,MN,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"SAINT PAUL, MN",MN N,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"SERGEANT BLUFF, IA",NE C,NE,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"SAINT PAUL, MN",IA SW,IA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",OK SE,OK,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4.15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"CINCINNATI, OH",IA NW,IA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BILLINGS, MT",WA W,WA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"CINCINNATI, OH",IA NE,IA,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,0,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"JEFFERSONVILLE, IN",IA NE,IA,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"BURLEY, ID",ID W,ID,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"ID W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"INOLA, OK",MO NE,MO,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",WY N,WY,DESTINATION,$/MI,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"WY N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"CINCINNATI, OH",IL W,IL,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"WINONA, MN",WI SW,WI,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"WI SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"BILLINGS, MT",OR W,OR,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"OR W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,KS,KS,ORIGIN,$/ST,40,50,10-34-0,2023 Q4,2023-08-18,13.4,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|40|#|50|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",UT SW,UT,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"UT SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"SERGEANT BLUFF, IA",MN C,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"WINONA, MN",IA NE,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"SAINT PAUL, MN",IA SW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"WINONA, MN",WI SW,WI,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"WI SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"JEFFERSONVILLE, IN",MN N,MN,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"SAINT PAUL, MN",IA NE,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
,IA,IA,ORIGIN,$/MI,200,300,ATS,2023 Q4,2023-08-18,4.8,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|200|#|300|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"WILMINGTON, NC",NC W,NC,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"NC W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BILLINGS, MT",ID C,ID,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"ID C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"OTTAWA, IL",IA NW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BILLINGS, MT",MT S,MT,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,0,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",KS SC,KS,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"KS SC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BILLINGS, MT",MT E,MT,DESTINATION,$/MI,0,60,MAP,2024 Q1,2023-09-28,18,25,"MT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BURLEY, ID",WY SW,WY,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,7.25,25,"WY SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SERGEANT BLUFF, IA",NE C,NE,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"MOORLAND, IA",IL W,IL,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
