originLocation,destinationLocation,equipmentType,productType
"ENID, OK","SELBY, SD",SINGLE,SUPERU
"ENID, OK","SELBY, SD",SINGLE,UREA
"ENID, OK","SENECA FALLS, NY",SINGLE,SUPERU
"ENID, OK","SENECA FALLS, NY",SINGLE,UREA
"ENID, OK","SENTINEL, OK",SINGLE,10-34-0
"ENID, OK","SENTINEL, OK",SINGLE,ATS
"ENID, OK","SENTINEL, OK",SINGLE,SUPERU
"ENID, OK","SENTINEL, OK",SINGLE,UAN
"ENID, OK","SENTINEL, OK",SINGLE,UREA
"ENID, OK","SERGEANT BLUFF, IA",SINGLE,SUPERU
"ENID, OK","SERGEANT BLUFF, IA",SINGLE,UREA
"ENID, OK","SHARON SPRINGS, KS",SINGLE,SUPERU
"ENID, OK","SHARON SPRINGS, KS",SINGLE,UREA
"ENID, OK","SHEBOYGAN, WI",SINGLE,SUPERU
"ENID, OK","SHEBOYGAN, WI",SINGLE,UREA
"ENID, OK","SHEDD, OR",SINGLE,SUPERU
"ENID, OK","SHEDD, OR",SINGLE,UREA
"ENID, OK","SHELBY, MT",100 UT,SUPERU
"ENID, OK","SHELBY, MT",100 UT,UREA
"ENID, OK","SHELBY, MT",85 UT,SUPERU
"ENID, OK","SHELBY, MT",85 UT,UREA
"ENID, OK","SHELBY, MT",SINGLE,SUPERU
"ENID, OK","SHELBY, MT",SINGLE,UREA
"ENID, OK","SHELLEY, ID",SINGLE,SUPERU
"ENID, OK","SHELLEY, ID",SINGLE,UREA
"ENID, OK","SHERIDAN, WY",SINGLE,SUPERU
"ENID, OK","SHERIDAN, WY",SINGLE,UREA
"ENID, OK","SHOSHONI, WY",SINGLE,SUPERU
"ENID, OK","SHOSHONI, WY",SINGLE,UREA
"ENID, OK","SHREVEPORT, LA",SINGLE,SUPERU
"ENID, OK","SHREVEPORT, LA",SINGLE,UREA
"ENID, OK","SIDNEY, NE",SINGLE,SUPERU
"ENID, OK","SIDNEY, NE",SINGLE,UREA
"ENID, OK","SILVER BOW, MT",SINGLE,SUPERU
"ENID, OK","SILVER BOW, MT",SINGLE,UREA
"ENID, OK","SLATER, CA",SINGLE,SUPERU
"ENID, OK","SLATER, CA",SINGLE,UREA
"ENID, OK","SLATER, MO",SINGLE,AMMONIA
"ENID, OK","SLATON, TX",SINGLE,DEF
"ENID, OK","SNYDER, OK",SINGLE,10-34-0
"ENID, OK","SNYDER, OK",SINGLE,ATS
"ENID, OK","SNYDER, OK",SINGLE,SUPERU
"ENID, OK","SNYDER, OK",SINGLE,UAN
"ENID, OK","SNYDER, OK",SINGLE,UREA
"ENID, OK","SOUTH BEAVER DAM, WI",SINGLE,SUPERU
"ENID, OK","SOUTH BEAVER DAM, WI",SINGLE,UREA
"ENID, OK","SOUTH CHARLESTON, OH",SINGLE,SUPERU
"ENID, OK","SOUTH CHARLESTON, OH",SINGLE,UREA
"ENID, OK","SOUTH GATE, CA",SINGLE,DEF
"ENID, OK","SOUTH RANDOLPH, WI",SINGLE,SUPERU
"ENID, OK","SOUTH RANDOLPH, WI",SINGLE,UREA
"ENID, OK","SOUTH SIOUX CITY, NE",SINGLE,SUPERU
"ENID, OK","SOUTH SIOUX CITY, NE",SINGLE,UREA
"ENID, OK","SOUTH TORRINGTON, WY",SINGLE,SUPERU
"ENID, OK","SOUTH TORRINGTON, WY",SINGLE,UREA
"ENID, OK","SPANISH FORK, UT",SINGLE,SUPERU
"ENID, OK","SPANISH FORK, UT",SINGLE,UREA
"ENID, OK","SPLIT ROCK, MN",85 UT,SUPERU
"ENID, OK","SPLIT ROCK, MN",85 UT,UREA
"ENID, OK","SPLIT ROCK, MN",SINGLE,SUPERU
"ENID, OK","SPLIT ROCK, MN",SINGLE,UREA
"ENID, OK","SPOKANE, WA",SINGLE,DEF
"ENID, OK","SPOKANE, WA",SINGLE,SUPERU
"ENID, OK","SPOKANE, WA",SINGLE,UREA
"ENID, OK","SPRINGFIELD, MO",SINGLE,DEF
"ENID, OK","SPRINGFIELD, OR",SINGLE,SUPERU
"ENID, OK","SPRINGFIELD, OR",SINGLE,UREA
"ENID, OK","ST ANTHONY, ID",SINGLE,SUPERU
"ENID, OK","ST ANTHONY, ID",SINGLE,UREA
"ENID, OK","ST CLAIR, MO",SINGLE,SUPERU
"ENID, OK","ST CLAIR, MO",SINGLE,UREA
"ENID, OK","STANDLEY, OH",SINGLE,SUPERU
"ENID, OK","STANDLEY, OH",SINGLE,UREA
"ENID, OK","STANTON, TX",SINGLE,SUPERU
"ENID, OK","STANTON, TX",SINGLE,UREA
"ENID, OK","STAYTON, OR",SINGLE,SUPERU
"ENID, OK","STAYTON, OR",SINGLE,UREA
"ENID, OK","STERLING, ND",85 UT,SUPERU
"ENID, OK","STERLING, ND",85 UT,UREA
"ENID, OK","STERLING, ND",SINGLE,SUPERU
"ENID, OK","STERLING, ND",SINGLE,UREA
"ENID, OK","STERRETT (WAXAHACHIE), TX",SINGLE,AMMONIA
"ENID, OK","STEUBENVILLE, OH",SINGLE,SUPERU
"ENID, OK","STEUBENVILLE, OH",SINGLE,UREA
"ENID, OK","STOCKTON, CA",SINGLE,DEF
"ENID, OK","STOCKTON, CA",SINGLE,SUPERU
"ENID, OK","STOCKTON, CA",SINGLE,UREA
"ENID, OK","STONEBRIDGE, OR",SINGLE,SUPERU
"ENID, OK","STONEBRIDGE, OR",SINGLE,UREA
"ENID, OK","STORY CITY, IA",SINGLE,SUPERU
"ENID, OK","STORY CITY, IA",SINGLE,UREA
"ENID, OK","STRONGHOLD, CA",SINGLE,SUPERU
"ENID, OK","STRONGHOLD, CA",SINGLE,UREA
"ENID, OK","SUGAR CITY, ID",SINGLE,SUPERU
"ENID, OK","SUGAR CITY, ID",SINGLE,UREA
"ENID, OK","SULLIVAN, OH",SINGLE,SUPERU
"ENID, OK","SULLIVAN, OH",SINGLE,UREA
"ENID, OK","SUPERIOR, IA",SINGLE,SUPERU
"ENID, OK","SUPERIOR, IA",SINGLE,UREA
"ENID, OK","SUPERIOR, WI",SINGLE,SUPERU
"ENID, OK","SUPERIOR, WI",SINGLE,UREA
"ENID, OK","SUTHERLAND, NE",SINGLE,SUPERU
"ENID, OK","SUTHERLAND, NE",SINGLE,UREA
"ENID, OK","SYLACAUGA, AL",SINGLE,SUPERU
"ENID, OK","SYLACAUGA, AL",SINGLE,UREA
"ENID, OK","SYRACUSE, NE",SINGLE,SUPERU
"ENID, OK","SYRACUSE, NE",SINGLE,UREA
"ENID, OK","TACOMA, WA",SINGLE,DEF
"ENID, OK","TAMORA, NE",85 UT,SUPERU
"ENID, OK","TAMORA, NE",85 UT,UREA
"ENID, OK","TAMORA, NE",SINGLE,SUPERU
"ENID, OK","TAMORA, NE",SINGLE,UREA
"ENID, OK","TAMPA, KS",SINGLE,SUPERU
"ENID, OK","TAMPA, KS",SINGLE,UREA
"ENID, OK","TANGENT, OR",SINGLE,SUPERU
"ENID, OK","TANGENT, OR",SINGLE,UREA
"ENID, OK","TATUM, TX",SINGLE,DEF
"ENID, OK","TEMPLETON, IA",85 UT,SUPERU
"ENID, OK","TEMPLETON, IA",85 UT,UREA
"ENID, OK","TEMPLETON, IA",SINGLE,SUPERU
"ENID, OK","TEMPLETON, IA",SINGLE,UREA
"ENID, OK","TERRY, MT",SINGLE,SUPERU
"ENID, OK","TERRY, MT",SINGLE,UREA
"ENID, OK","THOMAS, OK",SINGLE,10-34-0
"ENID, OK","THOMAS, OK",SINGLE,ATS
"ENID, OK","THOMAS, OK",SINGLE,SUPERU
"ENID, OK","THOMAS, OK",SINGLE,UAN
"ENID, OK","THOMAS, OK",SINGLE,UREA
"ENID, OK","THOREAU, NM",SINGLE,UAN
"ENID, OK","TIPTON, KS",SINGLE,SUPERU
"ENID, OK","TIPTON, KS",SINGLE,UREA
"ENID, OK","TISDALE, SK",SINGLE,SUPERU
"ENID, OK","TISDALE, SK",SINGLE,UREA
"ENID, OK","TOLONO, IL",SINGLE,SUPERU
"ENID, OK","TOLONO, IL",SINGLE,UREA
"ENID, OK","TORRINGTON, WY",SINGLE,SUPERU
"ENID, OK","TORRINGTON, WY",SINGLE,UREA
"ENID, OK","TOWNSEND, MT",SINGLE,SUPERU
"ENID, OK","TOWNSEND, MT",SINGLE,UREA
"ENID, OK","TRAVER, CA",SINGLE,SUPERU
"ENID, OK","TRAVER, CA",SINGLE,UREA
"ENID, OK","TREMONT, CA",SINGLE,SUPERU
"ENID, OK","TREMONT, CA",SINGLE,UREA
"ENID, OK","TRENTON, MO",SINGLE,SUPERU
"ENID, OK","TRENTON, MO",SINGLE,UREA
"ENID, OK","TRENTON, TN",SINGLE,SUPERU
"ENID, OK","TRENTON, TN",SINGLE,UREA
"ENID, OK","TRENTON, UT",SINGLE,SUPERU
"ENID, OK","TRENTON, UT",SINGLE,UREA
"ENID, OK","TRIMONT, MN",SINGLE,SUPERU
"ENID, OK","TRIMONT, MN",SINGLE,UREA
"ENID, OK","TROUP, TX",SINGLE,SUPERU
"ENID, OK","TROUP, TX",SINGLE,UREA
"ENID, OK","TUCSON, AZ",SINGLE,DEF
"ENID, OK","TULARE, SD",85 UT,SUPERU
"ENID, OK","TULARE, SD",85 UT,UREA
"ENID, OK","TULARE, SD",SINGLE,SUPERU
"ENID, OK","TULARE, SD",SINGLE,UREA
"ENID, OK","TURLOCK, CA",SINGLE,SUPERU
"ENID, OK","TURLOCK, CA",SINGLE,UREA
"ENID, OK","TWIN FALLS, ID",SINGLE,SUPERU
"ENID, OK","TWIN FALLS, ID",SINGLE,UREA
"ENID, OK","ULEN, MN",100 UT,SUPERU
"ENID, OK","ULEN, MN",100 UT,UREA
"ENID, OK","ULEN, MN",85 UT,SUPERU
"ENID, OK","ULEN, MN",85 UT,UREA
"ENID, OK","ULEN, MN",SINGLE,SUPERU
"ENID, OK","ULEN, MN",SINGLE,UREA
"ENID, OK","ULYSSES, KS",SINGLE,SUPERU
"ENID, OK","ULYSSES, KS",SINGLE,UREA
"ENID, OK","UMATILLA, OR",SINGLE,SUPERU
"ENID, OK","UMATILLA, OR",SINGLE,UREA
"ENID, OK","UNION CITY, IN",SINGLE,SUPERU
"ENID, OK","UNION CITY, IN",SINGLE,UREA
"ENID, OK","UTICA, NY",SINGLE,SUPERU
"ENID, OK","UTICA, NY",SINGLE,UREA
"ENID, OK","VALDERS, WI",SINGLE,SUPERU
"ENID, OK","VALDERS, WI",SINGLE,UREA
"ENID, OK","VALE, OR",SINGLE,SUPERU
"ENID, OK","VALE, OR",SINGLE,UREA
"ENID, OK","VALLEY, NE",SINGLE,SUPERU
"ENID, OK","VALLEY, NE",SINGLE,UREA
"ENID, OK","VIKING, AB",SINGLE,UREA
"ENID, OK","VIRGINIA, ID",SINGLE,SUPERU
"ENID, OK","VIRGINIA, ID",SINGLE,UREA
"ENID, OK","WAC, NE",SINGLE,SUPERU
"ENID, OK","WAC, NE",SINGLE,UREA
"ENID, OK","WACO, TX",SINGLE,SUPERU
"ENID, OK","WACO, TX",SINGLE,UREA
"ENID, OK","WALL, SD",SINGLE,SUPERU
"ENID, OK","WALL, SD",SINGLE,UREA
"ENID, OK","WALLA WALLA, WA",SINGLE,SUPERU
"ENID, OK","WALLA WALLA, WA",SINGLE,UREA
"ENID, OK","WALSENBURG (CENTER JCT SLC), CO",SINGLE,SUPERU
"ENID, OK","WALSENBURG (CENTER JCT SLC), CO",SINGLE,UREA
"ENID, OK","WARDEN, WA",SINGLE,SUPERU
"ENID, OK","WARDEN, WA",SINGLE,UREA
"ENID, OK","WARNER, UT",SINGLE,DEF
"ENID, OK","WARREN, MN",100 UT,SUPERU
"ENID, OK","WARREN, MN",100 UT,UREA
"ENID, OK","WARREN, MN",85 UT,SUPERU
"ENID, OK","WARREN, MN",85 UT,UREA
"ENID, OK","WARREN, MN",SINGLE,SUPERU
"ENID, OK","WARREN, MN",SINGLE,UREA
"ENID, OK","WATERTOWN, SD",85 UT,SUPERU
"ENID, OK","WATERTOWN, SD",85 UT,UREA
"ENID, OK","WATERTOWN, SD",SINGLE,SUPERU
"ENID, OK","WATERTOWN, SD",SINGLE,UREA
"ENID, OK","WATERTOWN, WI",SINGLE,SUPERU
"ENID, OK","WATERTOWN, WI",SINGLE,UREA
"ENID, OK","WATKINS, IA",SINGLE,SUPERU
"ENID, OK","WATKINS, IA",SINGLE,UREA
"ENID, OK","WATKINS, MN",SINGLE,SUPERU
"ENID, OK","WATKINS, MN",SINGLE,UREA
"ENID, OK","WATROUS, SK",SINGLE,SUPERU
"ENID, OK","WATROUS, SK",SINGLE,UREA
"ENID, OK","WATSEKA, IL",SINGLE,SUPERU
"ENID, OK","WATSEKA, IL",SINGLE,UREA
"ENID, OK","WAVERLY, IL",SINGLE,AMMONIA
"ENID, OK","WAVERLY, MO",SINGLE,SUPERU
"ENID, OK","WAVERLY, MO",SINGLE,UREA
"ENID, OK","WAXAHACHIE, TX",SINGLE,SUPERU
"ENID, OK","WAXAHACHIE, TX",SINGLE,UREA
"ENID, OK","WAYLAND, MI",SINGLE,SUPERU
"ENID, OK","WAYLAND, MI",SINGLE,UREA
"ENID, OK","WEATHERFORD, OK",SINGLE,10-34-0
"ENID, OK","WEATHERFORD, OK",SINGLE,ATS
"ENID, OK","WEATHERFORD, OK",SINGLE,SUPERU
"ENID, OK","WEATHERFORD, OK",SINGLE,UAN
"ENID, OK","WEATHERFORD, OK",SINGLE,UREA
"ENID, OK","WEBBERVILLE, MI",SINGLE,SUPERU
"ENID, OK","WEBBERVILLE, MI",SINGLE,UREA
"ENID, OK","WEISER, ID",SINGLE,SUPERU
"ENID, OK","WEISER, ID",SINGLE,UREA
"ENID, OK","WELCOME, MN",SINGLE,SUPERU
"ENID, OK","WELCOME, MN",SINGLE,UREA
"ENID, OK","WELLSBORO, IN",SINGLE,SUPERU
"ENID, OK","WELLSBORO, IN",SINGLE,UREA
"ENID, OK","WELLTON, AZ",SINGLE,SUPERU
"ENID, OK","WELLTON, AZ",SINGLE,UREA
"ENID, OK","WENDELL, ID",SINGLE,SUPERU
"ENID, OK","WENDELL, ID",SINGLE,UREA
"ENID, OK","WEST BOWDLE, SD",SINGLE,AMMONIA
"ENID, OK","WEST CHANDLER, AZ",SINGLE,DEF
"ENID, OK","WEST MILBANK, SD",85 UT,SUPERU
"ENID, OK","WEST MILBANK, SD",85 UT,UREA
"ENID, OK","WEST MILBANK, SD",SINGLE,SUPERU
"ENID, OK","WEST MILBANK, SD",SINGLE,UREA
"ENID, OK","WESTLEY, CA",SINGLE,SUPERU
"ENID, OK","WESTLEY, CA",SINGLE,UREA
"ENID, OK","WESTON, MO",SINGLE,SUPERU
"ENID, OK","WESTON, MO",SINGLE,UREA
"ENID, OK","WEYBURN, SK",SINGLE,SUPERU
"ENID, OK","WEYBURN, SK",SINGLE,UREA
"ENID, OK","WEYERS CAVE, VA",SINGLE,SUPERU
"ENID, OK","WEYERS CAVE, VA",SINGLE,UREA
"ENID, OK","WHEELER, OR",SINGLE,SUPERU
"ENID, OK","WHEELER, OR",SINGLE,UREA
"ENID, OK","WHEELER, WA",SINGLE,SUPERU
"ENID, OK","WHEELER, WA",SINGLE,UREA
"ENID, OK","WHITE CITY, OR",SINGLE,SUPERU
"ENID, OK","WHITE CITY, OR",SINGLE,UREA
"ENID, OK","WHITEFACE, TX",SINGLE,AMMONIA
"ENID, OK","WHITESON, OR",SINGLE,SUPERU
"ENID, OK","WHITESON, OR",SINGLE,UREA
"ENID, OK","WICKHAM SPUR, IA",SINGLE,SUPERU
"ENID, OK","WICKHAM SPUR, IA",SINGLE,UREA
"ENID, OK","WILBUR, OR",SINGLE,SUPERU
"ENID, OK","WILBUR, OR",SINGLE,UREA
"ENID, OK","WILDER, ID",SINGLE,SUPERU
"ENID, OK","WILDER, ID",SINGLE,UREA
"ENID, OK","WILLAIMSON (MARION), NY",SINGLE,SUPERU
"ENID, OK","WILLAIMSON (MARION), NY",SINGLE,UREA
"ENID, OK","WILLCOX, AZ",SINGLE,AMMONIA
"ENID, OK","WILLCOX, AZ",SINGLE,SUPERU
"ENID, OK","WILLCOX, AZ",SINGLE,UREA
"ENID, OK","WILLISTON, ND",85 UT,SUPERU
"ENID, OK","WILLISTON, ND",85 UT,UREA
"ENID, OK","WILLISTON, ND",SINGLE,SUPERU
"ENID, OK","WILLISTON, ND",SINGLE,UREA
"ENID, OK","WILSON, AB",SINGLE,SUPERU
"ENID, OK","WILSON, AB",SINGLE,UREA
"ENID, OK","WINONA, MN",SINGLE,SUPERU
"ENID, OK","WINONA, MN",SINGLE,UREA
"ENID, OK","WINTHROP, MN",SINGLE,SUPERU
"ENID, OK","WINTHROP, MN",SINGLE,UREA
"ENID, OK","WOLSEY, SD",100 UT,SUPERU
"ENID, OK","WOLSEY, SD",100 UT,UREA
"ENID, OK","WOLSEY, SD",85 UT,SUPERU
"ENID, OK","WOLSEY, SD",85 UT,UREA
"ENID, OK","WOLSEY, SD",SINGLE,AMMONIA
"ENID, OK","WOLSEY, SD",SINGLE,SUPERU
"ENID, OK","WOLSEY, SD",SINGLE,UREA
"ENID, OK","WOODBURN, OR",SINGLE,SUPERU
"ENID, OK","WOODBURN, OR",SINGLE,UREA
"ENID, OK","WOODLAND, CA",SINGLE,SUPERU
"ENID, OK","WOODLAND, CA",SINGLE,UREA
"ENID, OK","WOODROW, SK",SINGLE,SUPERU
"ENID, OK","WOODROW, SK",SINGLE,UREA
"ENID, OK","WORDEN, MT",SINGLE,SUPERU
"ENID, OK","WORDEN, MT",SINGLE,UREA
"ENID, OK","WORLEY, ID",SINGLE,SUPERU
"ENID, OK","WORLEY, ID",SINGLE,UREA
"ENID, OK","WORTHAM, TX",SINGLE,SUPERU
"ENID, OK","WORTHAM, TX",SINGLE,UREA
"ENID, OK","WORTHING, SD",85 UT,SUPERU
"ENID, OK","WORTHING, SD",85 UT,UREA
"ENID, OK","WORTHING, SD",SINGLE,SUPERU
"ENID, OK","WORTHING, SD",SINGLE,UREA
"ENID, OK","WORTHINGTON, MN",SINGLE,SUPERU
"ENID, OK","WORTHINGTON, MN",SINGLE,UREA
"ENID, OK","WYCON, WY",SINGLE,AMMONIA
"ENID, OK","YAKIMA, WA",SINGLE,DEF
"ENID, OK","YEGEN, MT",SINGLE,SUPERU
"ENID, OK","YEGEN, MT",SINGLE,UREA
"ENID, OK","YOLO PORT, CA",SINGLE,SUPERU
"ENID, OK","YOLO PORT, CA",SINGLE,UREA
"ENID, OK","YORK, NE",SINGLE,AMMONIA
"ENID, OK","YORKTON, SK",SINGLE,SUPERU
"ENID, OK","YORKTON, SK",SINGLE,UREA
"ENID, OK","YOUENS, TX",SINGLE,AMMONIA
"ENID, OK","YSLETA, TX",SINGLE,DEF
"ENID, OK","YUMA, AZ",SINGLE,SUPERU
"ENID, OK","YUMA, AZ",SINGLE,UAN
"ENID, OK","YUMA, AZ",SINGLE,UREA
"ENID, OK","YUMA, CO",SINGLE,AMMONIA
"ENID, OK","ZELLWOOD, FL",SINGLE,SUPERU
"ENID, OK","ZELLWOOD, FL",SINGLE,UREA
"ENID, OK","ZILWAUKEE, MI",SINGLE,SUPERU
"ENID, OK","ZILWAUKEE, MI",SINGLE,UREA
"FLAT ROCK, MI","UNIOPOLIS, OH",SINGLE,10-34-0
"FLAT ROCK, MI","UNIOPOLIS, OH",SINGLE,ATS
"FLAT ROCK, MI","UNIOPOLIS, OH",SINGLE,UAN
"FREDERICK, OK","BURKBURNETT, OK",SINGLE,10-34-0
"FREDERICK, OK","BURKBURNETT, OK",SINGLE,ATS
"FREDERICK, OK","BURKBURNETT, OK",SINGLE,UAN
"FREDERICK, OK","BURKBURNETT, TX",SINGLE,UREA
"FT WORTH, TX","ARVADA, CO",SINGLE,METHANOL
"FT WORTH, TX","BORGER, TX",SINGLE,METHANOL
"FT WORTH, TX","BROWNWOOD, TX",SINGLE,METHANOL
"FT WORTH, TX","CARLSBAD, NM",SINGLE,METHANOL
"FT WORTH, TX","CASPER, WY",SINGLE,METHANOL
"FT WORTH, TX","CLEBURNE, TX",SINGLE,METHANOL
"FT WORTH, TX","CLINTON (SAYRE), OK",SINGLE,METHANOL
"FT WORTH, TX","COMMERCE CITY, CO",SINGLE,METHANOL
"FT WORTH, TX","DICKINSON, ND",SINGLE,METHANOL
"FT WORTH, TX","DOUGLAS, WY",SINGLE,METHANOL
"FT WORTH, TX","EL PASO, TX",SINGLE,METHANOL
"FT WORTH, TX","GALLUP, NM",SINGLE,METHANOL
"FT WORTH, TX","GLENDALE, AZ",SINGLE,METHANOL
"FT WORTH, TX","GLENDIVE, MT",SINGLE,METHANOL
"FT WORTH, TX","HENDERSON, CO",SINGLE,METHANOL
"FT WORTH, TX","KANSAS CITY, KS",SINGLE,METHANOL
"FT WORTH, TX","KEENESBURG, CO",SINGLE,METHANOL
"FT WORTH, TX","MINOT, ND",SINGLE,METHANOL
"FT WORTH, TX","MISSOULA, MT",SINGLE,METHANOL
"FT WORTH, TX","OKLAHOMA CITY, OK",SINGLE,METHANOL
"FT WORTH, TX","PARKER, AZ",SINGLE,METHANOL
"FT WORTH, TX","POSEY, TX",SINGLE,METHANOL
"FT WORTH, TX","PUEBLO, CO",SINGLE,METHANOL
"FT WORTH, TX","SLATON, TX",SINGLE,METHANOL
"FT WORTH, TX","SPARKS, NV",SINGLE,METHANOL
"FT WORTH, TX","WILLISTON, ND",SINGLE,METHANOL
"FT WORTH, TX","WOODS CROSS, UT",SINGLE,METHANOL
"GALVESTON, TX","NORTHGATE, SK",100 UT,DAP
"GALVESTON, TX","NORTHGATE, SK",100 UT,MAP
"GALVESTON, TX","NORTHGATE, SK",85 UT,DAP
"GALVESTON, TX","NORTHGATE, SK",85 UT,MAP
"GALVESTON, TX","ROSSER, MB",100 UT,DAP
"GALVESTON, TX","ROSSER, MB",100 UT,MAP
"GALVESTON, TX","ROSSER, MB",85 UT,DAP
"GALVESTON, TX","ROSSER, MB",85 UT,MAP
"GALVESTON, TX","ROSSER, MB",SINGLE,DAP
"GALVESTON, TX","ROSSER, MB",SINGLE,MAP
"GILMAN, IL","BURNETTSVILLE, IN",SINGLE,10-34-0
"GILMAN, IL","BURNETTSVILLE, IN",SINGLE,ATS
"GILMAN, IL","BURNETTSVILLE, IN",SINGLE,UAN
"GILMAN, IL","BURNETTSVILLE, IN",SINGLE,UREA
"GILMAN, IL","CAMDEN, IN",SINGLE,10-34-0
"GILMAN, IL","CAMDEN, IN",SINGLE,ATS
"GILMAN, IL","CAMDEN, IN",SINGLE,UAN
"GILMAN, IL","CRESCENT CITY, IL",SINGLE,10-34-0
"GILMAN, IL","CRESCENT CITY, IL",SINGLE,ATS
"GILMAN, IL","CRESCENT CITY, IL",SINGLE,UAN
"GILMAN, IL","KENTLAND, IN",SINGLE,10-34-0
"GILMAN, IL","KENTLAND, IN",SINGLE,ATS
"GILMAN, IL","KENTLAND, IN",SINGLE,UAN
"GILMAN, IL","LOGANSPORT, IN",SINGLE,10-34-0
"GILMAN, IL","LOGANSPORT, IN",SINGLE,ATS
"GILMAN, IL","LOGANSPORT, IN",SINGLE,UAN
"GILMAN, IL","LOGANSPORT, IN",SINGLE,UREA
"GILMAN, IL","REYNOLDS, IN",SINGLE,10-34-0
"GILMAN, IL","REYNOLDS, IN",SINGLE,ATS
"GILMAN, IL","REYNOLDS, IN",SINGLE,UAN
"GILMAN, IL","SHELDON, IL",SINGLE,10-34-0
"GILMAN, IL","SHELDON, IL",SINGLE,ATS
"GILMAN, IL","SHELDON, IL",SINGLE,UAN
"GILMAN, IL","WOLCOTT, IN",SINGLE,10-34-0
"GILMAN, IL","WOLCOTT, IN",SINGLE,ATS
"GILMAN, IL","WOLCOTT, IN",SINGLE,UAN
"GRANITE CITY, IL","ACEQUIA, ID",SINGLE,UREA
"GRANITE CITY, IL","ALLIANCE, NE",SINGLE,DAP
"GRANITE CITY, IL","ALLIANCE, NE",SINGLE,MAP
"GRANITE CITY, IL","BELGRADE, MT",SINGLE,DAP
"GRANITE CITY, IL","BELGRADE, MT",SINGLE,MAP
"GRANITE CITY, IL","BIEBER, CA",SINGLE,DAP
"GRANITE CITY, IL","BIEBER, CA",SINGLE,MAP
"GRANITE CITY, IL","BOTTINEAU, ND",SINGLE,DAP
"GRANITE CITY, IL","BOTTINEAU, ND",SINGLE,MAP
"GRANITE CITY, IL","BRANDON, MB",SINGLE,DAP
"GRANITE CITY, IL","BRANDON, MB",SINGLE,MAP
"GRANITE CITY, IL","BROCK, SK",SINGLE,DAP
"GRANITE CITY, IL","BROCK, SK",SINGLE,MAP
"GRANITE CITY, IL","BRUNSWICK, MO",SINGLE,UREA
"GRANITE CITY, IL","BURLEY, ID",SINGLE,UREA
"GRANITE CITY, IL","CALGARY, AB",SINGLE,UREA
"GRANITE CITY, IL","CHICAGO, IL",SINGLE,DAP
"GRANITE CITY, IL","CHICAGO, IL",SINGLE,MAP
"GRANITE CITY, IL","CHICAGO, IL",SINGLE,UREA
"GRANITE CITY, IL","DELPHI, IN",SINGLE,DAP
"GRANITE CITY, IL","DELPHI, IN",SINGLE,MAP
"GRANITE CITY, IL","ELSIE, NE",SINGLE,UREA
"GRANITE CITY, IL","GERING, NE",SINGLE,DAP
"GRANITE CITY, IL","GERING, NE",SINGLE,MAP
"GRANITE CITY, IL","GRAND FORKS, ND",SINGLE,UREA
"GRANITE CITY, IL","GRASSY LAKE, AB",SINGLE,DAP
"GRANITE CITY, IL","GRASSY LAKE, AB",SINGLE,MAP
"GRANITE CITY, IL","GREAT FALLS, MT",SINGLE,DAP
"GRANITE CITY, IL","GREAT FALLS, MT",SINGLE,MAP
"GRANITE CITY, IL","GREENLEAF, ID",SINGLE,UREA
"GRANITE CITY, IL","HANLEY, SK",SINGLE,DAP
"GRANITE CITY, IL","HANLEY, SK",SINGLE,MAP
"GRANITE CITY, IL","HANSEN, ID",SINGLE,UREA
"GRANITE CITY, IL","HERMISTON, OR",SINGLE,UREA
"GRANITE CITY, IL","KANSAS CITY, MO",SINGLE,DAP
"GRANITE CITY, IL","KANSAS CITY, MO",SINGLE,MAP
"GRANITE CITY, IL","KANSAS CITY, MO",SINGLE,UREA
"GRANITE CITY, IL","LANGDON, ND",SINGLE,UREA
"GRANITE CITY, IL","LOCKWOOD, MT",SINGLE,DAP
"GRANITE CITY, IL","LOCKWOOD, MT",SINGLE,MAP
"GRANITE CITY, IL","MCLAUGHLIN, SD",SINGLE,UREA
"GRANITE CITY, IL","MENAN, ID",SINGLE,UREA
"GRANITE CITY, IL","MILFORD, UT",SINGLE,DAP
"GRANITE CITY, IL","MILFORD, UT",SINGLE,MAP
"GRANITE CITY, IL","MILFORD, UT",SINGLE,UREA
"GRANITE CITY, IL","MINOT, ND",SINGLE,UREA
"GRANITE CITY, IL","MOOSE JAW, SK",SINGLE,DAP
"GRANITE CITY, IL","MOOSE JAW, SK",SINGLE,MAP
"GRANITE CITY, IL","NEW PLYMOUTH, ID",SINGLE,UREA
"GRANITE CITY, IL","NORTHGATE, SK",SINGLE,DAP
"GRANITE CITY, IL","NORTHGATE, SK",SINGLE,MAP
"GRANITE CITY, IL","OAKBLUFF, MB",SINGLE,DAP
"GRANITE CITY, IL","OAKBLUFF, MB",SINGLE,MAP
"GRANITE CITY, IL","OBAN, SK",SINGLE,DAP
"GRANITE CITY, IL","OBAN, SK",SINGLE,MAP
"GRANITE CITY, IL","PELLA, ID",SINGLE,UREA
"GRANITE CITY, IL","PIONEER, IA",SINGLE,DAP
"GRANITE CITY, IL","PIONEER, IA",SINGLE,MAP
"GRANITE CITY, IL","POCATELLO, ID",SINGLE,DAP
"GRANITE CITY, IL","POCATELLO, ID",SINGLE,MAP
"GRANITE CITY, IL","PONOKA, AB",SINGLE,DAP
"GRANITE CITY, IL","PONOKA, AB",SINGLE,MAP
