originLocation,destinationLocation,equipmentType,productType
"GRANITE CITY, IL","PONOKA, AB",SINGLE,UREA
"GRANITE CITY, IL","PORT OF WILMA, WA",SINGLE,UREA
"GRANITE CITY, IL","QUILL LAKE, SK",SINGLE,DAP
"GRANITE CITY, IL","QUILL LAKE, SK",SINGLE,MAP
"GRANITE CITY, IL","REXBURG, ID",SINGLE,UREA
"GRANITE CITY, IL","ROELYN, IA",SINGLE,DAP
"GRANITE CITY, IL","ROELYN, IA",SINGLE,MAP
"GRANITE CITY, IL","ROHRERSTOWN, PA",SINGLE,DAP
"GRANITE CITY, IL","ROHRERSTOWN, PA",SINGLE,MAP
"GRANITE CITY, IL","ROSEAU, MN",SINGLE,UREA
"GRANITE CITY, IL","ROSSER, MB",SINGLE,DAP
"GRANITE CITY, IL","ROSSER, MB",SINGLE,MAP
"GRANITE CITY, IL","ROYAL CITY, WA",SINGLE,DAP
"GRANITE CITY, IL","ROYAL CITY, WA",SINGLE,MAP
"GRANITE CITY, IL","SAGINAW, MI",SINGLE,UREA
"GRANITE CITY, IL","SAINT LOUIS, MI",SINGLE,UREA
"GRANITE CITY, IL","SERGEANT BLUFF, IA",SINGLE,DAP
"GRANITE CITY, IL","SERGEANT BLUFF, IA",SINGLE,MAP
"GRANITE CITY, IL","SIDNEY, NE",SINGLE,UREA
"GRANITE CITY, IL","SOUTH TORRINGTON, WY",SINGLE,DAP
"GRANITE CITY, IL","SOUTH TORRINGTON, WY",SINGLE,MAP
"GRANITE CITY, IL","TISDALE, SK",SINGLE,DAP
"GRANITE CITY, IL","TISDALE, SK",SINGLE,MAP
"GRANITE CITY, IL","TOWNSEND, MT",SINGLE,DAP
"GRANITE CITY, IL","TOWNSEND, MT",SINGLE,MAP
"GRANITE CITY, IL","WARDEN, WA",SINGLE,UREA
"GRANITE CITY, IL","WATROUS, SK",SINGLE,DAP
"GRANITE CITY, IL","WATROUS, SK",SINGLE,MAP
"GRANITE CITY, IL","WEBBERVILLE, MI",SINGLE,DAP
"GRANITE CITY, IL","WEBBERVILLE, MI",SINGLE,MAP
"GRANITE CITY, IL","WHEELER, WA",SINGLE,DAP
"GRANITE CITY, IL","WHEELER, WA",SINGLE,MAP
"GRANITE CITY, IL","WILBUR, OR",SINGLE,DAP
"GRANITE CITY, IL","WILBUR, OR",SINGLE,MAP
"GRANITE CITY, IL","WORDEN, MT",SINGLE,UREA
"GRANITE CITY, IL","ZILWAUKEE, MI",SINGLE,UREA
"GRANVILLE, WI","ADELL, WI",SINGLE,10-34-0
"GRANVILLE, WI","ADELL, WI",SINGLE,ATS
"GRANVILLE, WI","ADELL, WI",SINGLE,UAN
"GRANVILLE, WI","AVALON, WI",SINGLE,10-34-0
"GRANVILLE, WI","AVALON, WI",SINGLE,ATS
"GRANVILLE, WI","AVALON, WI",SINGLE,UAN
"GRANVILLE, WI","EDGERTON, WI",SINGLE,10-34-0
"GRANVILLE, WI","EDGERTON, WI",SINGLE,ATS
"GRANVILLE, WI","EDGERTON, WI",SINGLE,UAN
"GRANVILLE, WI","OSHKOSH, WI",SINGLE,10-34-0
"GRANVILLE, WI","OSHKOSH, WI",SINGLE,ATS
"GRANVILLE, WI","OSHKOSH, WI",SINGLE,UAN
"GRANVILLE, WI","PLYMOUTH, WI",SINGLE,10-34-0
"GRANVILLE, WI","PLYMOUTH, WI",SINGLE,ATS
"GRANVILLE, WI","PLYMOUTH, WI",SINGLE,UAN
"GRANVILLE, WI","RIPON, WI",SINGLE,10-34-0
"GRANVILLE, WI","RIPON, WI",SINGLE,ATS
"GRANVILLE, WI","RIPON, WI",SINGLE,UAN
"GRAYLING, MI","BEARDSLEY, SD",SINGLE,CENTURO
"GRAYLING, MI","CENTRAL FERRY, WA",SINGLE,NITAMIN
"GRAYLING, MI","CHICAGO, IL",SINGLE,CENTURO
"GRAYLING, MI","CINCINNATI, OH",SINGLE,CENTURO
"GRAYLING, MI","DODGE CITY, KS",SINGLE,CENTURO
"GRAYLING, MI","DUNCOMBE, IA",SINGLE,CENTURO
"GRAYLING, MI","DUNCOMBE, IA",SINGLE,NITAMIN
"GRAYLING, MI","FARNHAMVILLE, IA",SINGLE,NITAMIN
"GRAYLING, MI","GRAND FORKS, ND",SINGLE,CENTURO
"GRAYLING, MI","GRAND MARSH, WI",SINGLE,CENTURO
"GRAYLING, MI","GRANITE CITY, IL",SINGLE,CENTURO
"GRAYLING, MI","HAMPTON, IA",SINGLE,CENTURO
"GRAYLING, MI","HINGHAM, MT",SINGLE,CENTURO
"GRAYLING, MI","HURON, SD",SINGLE,CENTURO
"GRAYLING, MI","IMPERIAL, NE",SINGLE,NITAMIN
"GRAYLING, MI","MINOT, ND",SINGLE,CENTURO
"GRAYLING, MI","PACIFIC JCT, IA",SINGLE,CENTURO
"GRAYLING, MI","PARKSTON, SD",SINGLE,CENTURO
"GRAYLING, MI","REDFIELD, SD",SINGLE,CENTURO
"GRAYLING, MI","SAN JOAQUIN, CA",SINGLE,NITAMIN
"GRAYLING, MI","VINTON, IA",SINGLE,CENTURO
"GRAYLING, MI","WATERLOO, IA",SINGLE,CENTURO
"GRAYLING, MI","WOLSEY, SD",SINGLE,NITAMIN
"HOAG, NE","ACKERMAN (STERLING), CO",SINGLE,UAN
"HOAG, NE","ALLIANCE, NE",SINGLE,UAN
"HOAG, NE","AURORA, NE",SINGLE,UAN
"HOAG, NE","AYR, ND",SINGLE,UAN
"HOAG, NE","BEARDSLEY, SD",SINGLE,UAN
"HOAG, NE","BENKELMAN, NE",SINGLE,UAN
"HOAG, NE","BEREA, NE",SINGLE,UAN
"HOAG, NE","BILLINGS, MT",SINGLE,UAN
"HOAG, NE","BOWMAN, ND",SINGLE,UAN
"HOAG, NE","BRIDGEPORT, NE",SINGLE,UAN
"HOAG, NE","BRUNSWICK, NE",SINGLE,UAN
"HOAG, NE","CHICAGO, IL",SINGLE,AMMONIA
"HOAG, NE","CONRAD, MT",SINGLE,UAN
"HOAG, NE","CORSON, SD",SINGLE,AMMONIA
"HOAG, NE","CORSON, SD",SINGLE,UAN
"HOAG, NE","COURTLAND, KS",SINGLE,UAN
"HOAG, NE","CULBERTSON, NE",SINGLE,UAN
"HOAG, NE","DENVER, CO",SINGLE,AMMONIA
"HOAG, NE","DODGE CITY, KS",SINGLE,AMMONIA
"HOAG, NE","EDGAR, MT",SINGLE,UAN
"HOAG, NE","EDWALL, WA",SINGLE,UAN
"HOAG, NE","EMERSON, MB",SINGLE,AMMONIA
"HOAG, NE","GRAND ISLAND, NE",SINGLE,UAN
"HOAG, NE","GRANT, NE",SINGLE,UAN
"HOAG, NE","GREAT FALLS, MT",SINGLE,UAN
"HOAG, NE","GREBNER, SD",SINGLE,AMMONIA
"HOAG, NE","HAMPTON, NE",SINGLE,UAN
"HOAG, NE","HARDIN, MT",SINGLE,UAN
"HOAG, NE","HASTINGS, NE",SINGLE,UAN
"HOAG, NE","HEMINGFORD, NE",SINGLE,UAN
"HOAG, NE","IMPERIAL, NE",SINGLE,UAN
"HOAG, NE","JAMESTOWN, ND",SINGLE,UAN
"HOAG, NE","KIMBALL, SD",SINGLE,UAN
"HOAG, NE","KINDRED, ND",SINGLE,UAN
"HOAG, NE","MARSHALL, WA",SINGLE,UAN
"HOAG, NE","MERNA, NE",SINGLE,UAN
"HOAG, NE","MOORETON, ND",SINGLE,UAN
"HOAG, NE","MOSELEY (FT MORGAN), CO",SINGLE,UAN
"HOAG, NE","MURDOCK, MN",SINGLE,AMMONIA
"HOAG, NE","O'NEILL, NE",SINGLE,UAN
"HOAG, NE","OMAHA, NE",SINGLE,AMMONIA
"HOAG, NE","ONIDA, SD",SINGLE,AMMONIA
"HOAG, NE","ONIDA, SD",SINGLE,UAN
"HOAG, NE","ORCHARD, NE",SINGLE,UAN
"HOAG, NE","OSHKOSH, WI",SINGLE,AMMONIA
"HOAG, NE","OSMOND, NE",SINGLE,UAN
"HOAG, NE","PIERRE, SD",SINGLE,AMMONIA
"HOAG, NE","RANDOLPH, NE",SINGLE,UAN
"HOAG, NE","RAVENNA, NE",SINGLE,UAN
"HOAG, NE","READFIELD, WI",SINGLE,AMMONIA
"HOAG, NE","ROYAL CITY, WA",SINGLE,UAN
"HOAG, NE","ROYAL, NE",SINGLE,UAN
"HOAG, NE","SCOTTSBLUFF, NE",SINGLE,UAN
"HOAG, NE","SELBY, SD",SINGLE,UAN
"HOAG, NE","SUPERIOR, NE",SINGLE,UAN
"HOAG, NE","TAMORA, NE",SINGLE,UAN
"HOAG, NE","VENANGO, NE",SINGLE,UAN
"HOAG, NE","WAC, NE",SINGLE,UAN
"HOAG, NE","WALL, SD",SINGLE,UAN
"HOAG, NE","WOLSEY, SD",SINGLE,AMMONIA
"HOAG, NE","WOLSEY, SD",SINGLE,UAN
"HOAG, NE","WORTHING, SD",SINGLE,UAN
"HOAG, NE","WRAY, CO",SINGLE,UAN
"HOAG, NE","YAKIMA, WA",SINGLE,UAN
"HOAG, NE","YORK, NE",SINGLE,UAN
"HOAG, NE","YUMA, CO",SINGLE,AMMONIA
"HOAG, NE","YUMA, CO",SINGLE,UAN
"HUNTINGDON, QC","LEVIS, QC",SINGLE,METHANOL
"HUNTINGDON, QC","LEVIS, QC",SINGLE,UREA
"HUNTINGDON, QC","ST HYACINTHE, QC",SINGLE,UREA
"HUNTINGDON, QC","TROIS-RIVIERES, QC",SINGLE,UREA
"HUNTINGDON, QC","VAL D'OR, QC",SINGLE,METHANOL
"IOWA CITY, IA","HILLS, IA",SINGLE,10-34-0
"IOWA CITY, IA","HILLS, IA",SINGLE,ATS
"IOWA CITY, IA","HILLS, IA",SINGLE,DAP
"IOWA CITY, IA","HILLS, IA",SINGLE,MAP
"IOWA CITY, IA","HILLS, IA",SINGLE,UAN
"IOWA CITY, IA","HILLS, IA",SINGLE,UREA
"IOWA FALLS, IA","ASHTON, ID",SINGLE,UAN
"IOWA FALLS, IA","BANCROFT, ID",SINGLE,UAN
"IOWA FALLS, IA","BLACKFOOT, ID",SINGLE,UAN
"IOWA FALLS, IA","BURLEY, ID",SINGLE,UAN
"IOWA FALLS, IA","DON, ID",SINGLE,UAN
"IOWA FALLS, IA","GLENNS FERRY, ID",SINGLE,UAN
"IOWA FALLS, IA","GREENLEAF, ID",SINGLE,UAN
"IOWA FALLS, IA","HAMPTON, IA",SINGLE,UAN
"IOWA FALLS, IA","HANSEN, ID",SINGLE,UAN
"IOWA FALLS, IA","HASTINGS, NE",SINGLE,UAN
"IOWA FALLS, IA","IDAHO FALLS, ID",SINGLE,UAN
"IOWA FALLS, IA","JOICE, IA",SINGLE,UAN
"IOWA FALLS, IA","MENAN, ID",SINGLE,UAN
"IOWA FALLS, IA","MINIDOKA, ID",SINGLE,UAN
"IOWA FALLS, IA","NORTH LAPWAI, ID",SINGLE,UAN
"IOWA FALLS, IA","PARMA, ID",SINGLE,UAN
"IOWA FALLS, IA","PAUL, ID",SINGLE,UAN
"IOWA FALLS, IA","PRESTON, ID",SINGLE,UAN
"IOWA FALLS, IA","ROBERTS, ID",SINGLE,UAN
"IOWA FALLS, IA","SOUTH BEAVER DAM, WI",SINGLE,UAN
"IOWA FALLS, IA","ST ANTHONY, ID",SINGLE,UAN
"IOWA FALLS, IA","SUGAR CITY, ID",SINGLE,UAN
"JACKSON, MS","DECATUR, IL",SINGLE,AMMONIA
"JEFFERSONVILLE, IN","ANDALUSIA, AL",SINGLE,UREA
"JEFFERSONVILLE, IN","CINCINNATI, OH",SINGLE,UREA
"JEFFERSONVILLE, IN","CONWAY, NC",SINGLE,UREA
"JEFFERSONVILLE, IN","GRAYLING, MI",SINGLE,UREA
"JEFFERSONVILLE, IN","LOGANSPORT, IN",SINGLE,UREA
"JEFFERSONVILLE, IN","MAUMEE, OH",SINGLE,UREA
"JEFFERSONVILLE, IN","REYNOLDS, IN",SINGLE,UREA
"JEFFERSONVILLE, IN","TOLEDO, OH",SINGLE,UREA
"JEFFERSONVILLE, IN","WEBBERVILLE, MI",SINGLE,UREA
"JUDD, IA","ACKERVILLE, WI",SINGLE,UAN
"JUDD, IA","ADAMS, WI",SINGLE,UAN
"JUDD, IA","ADELL, WI",SINGLE,UAN
"JUDD, IA","ANSONIA, OH",SINGLE,UAN
"JUDD, IA","ARCHBOLD, OH",SINGLE,UAN
"JUDD, IA","ARENA, WI",SINGLE,UAN
"JUDD, IA","ASHLEY HUDSON, IN",SINGLE,UAN
"JUDD, IA","ASHLEY, MI",SINGLE,UAN
"JUDD, IA","ASHTON, IA",SINGLE,UAN
"JUDD, IA","ATHENS, TN",SINGLE,UAN
"JUDD, IA","ATKINSON, IL",SINGLE,UAN
"JUDD, IA","ATLANTIC, IA",SINGLE,UAN
"JUDD, IA","ATTICA, OH",SINGLE,UAN
"JUDD, IA","AUBURN, MI",SINGLE,UAN
"JUDD, IA","AVALON, WI",SINGLE,UAN
"JUDD, IA","AVON, NY",SINGLE,UAN
"JUDD, IA","AYR, ND",SINGLE,UAN
"JUDD, IA","BAINBRIDGE, IN",SINGLE,UAN
"JUDD, IA","BANCROFT, ID",SINGLE,UAN
"JUDD, IA","BAY CITY, MI",SINGLE,10-34-0
"JUDD, IA","BAY CITY, MI",SINGLE,ATS
"JUDD, IA","BAY CITY, MI",SINGLE,UAN
"JUDD, IA","BILLINGS, MT",SINGLE,UAN
"JUDD, IA","BLACK CREEK, WI",SINGLE,UAN
"JUDD, IA","BLACKFOOT, ID",SINGLE,UAN
"JUDD, IA","BLOOMSBURG, PA",SINGLE,UAN
"JUDD, IA","BOTKINS, OH",SINGLE,UAN
"JUDD, IA","BOURBON, IN",SINGLE,UAN
"JUDD, IA","BOWLING GREEN, OH",SINGLE,UAN
"JUDD, IA","BRADNER, OH",SINGLE,UAN
"JUDD, IA","BRECKENRIDGE, MI",SINGLE,UAN
"JUDD, IA","BREMS, IN",SINGLE,UAN
"JUDD, IA","BRIDGEVILLE, DE",SINGLE,UAN
"JUDD, IA","BROOKSTON, IN",SINGLE,UAN
"JUDD, IA","BROOTEN, MN",SINGLE,UAN
"JUDD, IA","BURLEY, ID",SINGLE,UAN
"JUDD, IA","BURLINGTON, WA",SINGLE,UAN
"JUDD, IA","BURNETTSVILLE, IN",SINGLE,UAN
"JUDD, IA","CAMDEN, IN",SINGLE,UAN
"JUDD, IA","CANTON, NY",SINGLE,UAN
"JUDD, IA","CASEY, IL",SINGLE,UAN
"JUDD, IA","CHAMPAIGN, IL",SINGLE,UAN
"JUDD, IA","CHICAGO, IL",SINGLE,10-34-0
"JUDD, IA","CHICAGO, IL",SINGLE,ATS
"JUDD, IA","CHICAGO, IL",SINGLE,UAN
"JUDD, IA","CHILLICOTHE, OH",SINGLE,UAN
"JUDD, IA","CINCINNATI, OH",SINGLE,UAN
"JUDD, IA","CIRCLEVILLE, OH",SINGLE,UAN
"JUDD, IA","COOLIDGE, GA",SINGLE,UAN
"JUDD, IA","CORSON, SD",SINGLE,UAN
"JUDD, IA","COTTAGE GROVE, WI",SINGLE,UAN
"JUDD, IA","CRESCENT CITY, IL",SINGLE,UAN
"JUDD, IA","CRESTLINE, OH",SINGLE,UAN
"JUDD, IA","CUSTAR, OH",SINGLE,UAN
"JUDD, IA","CYGNET, OH",SINGLE,UAN
"JUDD, IA","DANSVILLE, NY",SINGLE,UAN
"JUDD, IA","DANVILLE, IL",SINGLE,UAN
"JUDD, IA","DANVILLE, IN",SINGLE,UAN
"JUDD, IA","DARLINGTON, SC",SINGLE,UAN
"JUDD, IA","DECATUR, MI",SINGLE,UAN
"JUDD, IA","DEFIANCE, OH",SINGLE,UAN
"JUDD, IA","DELAFIELD, IL",SINGLE,UAN
"JUDD, IA","DELTA, UT",SINGLE,UAN
"JUDD, IA","DETROIT, ME",SINGLE,UAN
"JUDD, IA","DON, ID",SINGLE,UAN
"JUDD, IA","DUBUQUE, IA",SINGLE,UAN
"JUDD, IA","DURANT, IA",SINGLE,UAN
"JUDD, IA","EDGERTON, WI",SINGLE,UAN
"JUDD, IA","ELDORADO, IL",SINGLE,UAN
"JUDD, IA","ELKHART, IN",SINGLE,UAN
"JUDD, IA","ELKHORN, WI",SINGLE,UAN
"JUDD, IA","EPWORTH, IL",SINGLE,UAN
"JUDD, IA","EVANSVILLE, WI",SINGLE,UAN
"JUDD, IA","FAIRFAX, SC",SINGLE,UAN
"JUDD, IA","FAIRFIELD, MT",SINGLE,UAN
"JUDD, IA","FARMER CITY, IL",SINGLE,UAN
"JUDD, IA","FLAT ROCK, MI",SINGLE,UAN
"JUDD, IA","FLINT, MI",SINGLE,UAN
"JUDD, IA","FOWLER, IN",SINGLE,UAN
"JUDD, IA","FOWLERVILLE, MI",SINGLE,UAN
"JUDD, IA","FRANCESVILLE, IN",SINGLE,UAN
"JUDD, IA","FRANCIS CREEK, WI",SINGLE,UAN
"JUDD, IA","FREELAND, MI",SINGLE,UAN
"JUDD, IA","FREMONT, MI",SINGLE,UAN
"JUDD, IA","FRITCHTON, IN",SINGLE,UAN
"JUDD, IA","GARRETSON, SD",SINGLE,UAN
"JUDD, IA","GARRETT, IN",SINGLE,UAN
"JUDD, IA","GENEVA, NY",SINGLE,UAN
"JUDD, IA","GILMAN, IL",SINGLE,UAN
"JUDD, IA","GLADE SPRING, VA",SINGLE,UAN
"JUDD, IA","GLENNS FERRY, ID",SINGLE,UAN
"JUDD, IA","GRAND RAPIDS, MI",SINGLE,UAN
"JUDD, IA","GRANT, MI",SINGLE,UAN
"JUDD, IA","GRAYTOWN, OH",SINGLE,UAN
"JUDD, IA","GREAT FALLS, MT",SINGLE,UAN
"JUDD, IA","GREENLEAF, IA",SINGLE,UAN
"JUDD, IA","GREENVILLE, OH",SINGLE,UAN
"JUDD, IA","GREENWOOD, DE",SINGLE,UAN
"JUDD, IA","HAMILTON, MI",SINGLE,UAN
"JUDD, IA","HAMPTON, IA",SINGLE,UAN
"JUDD, IA","HANSEN, ID",SINGLE,UAN
"JUDD, IA","HASTINGS, NE",SINGLE,UAN
"JUDD, IA","HEMLOCK, MI",SINGLE,ATS
"JUDD, IA","HEMLOCK, MI",SINGLE,UAN
"JUDD, IA","HESPER, MT",SINGLE,UAN
"JUDD, IA","HINGHAM, MT",SINGLE,UAN
"JUDD, IA","HOOPESTON, IL",SINGLE,UAN
"JUDD, IA","HUNTINGTON, IN",SINGLE,UAN
"JUDD, IA","IOWA FALLS, IA",SINGLE,10-34-0
"JUDD, IA","IOWA FALLS, IA",SINGLE,ATS
"JUDD, IA","IOWA FALLS, IA",SINGLE,UAN
"JUDD, IA","JACKSON, OH",SINGLE,UAN
"JUDD, IA","JAMESTOWN, ND",SINGLE,UAN
"JUDD, IA","JOHNSON CREEK, WI",SINGLE,UAN
"JUDD, IA","JOICE, IA",SINGLE,UAN
"JUDD, IA","KANKAKEE, IL",SINGLE,UAN
"JUDD, IA","KAUKAUNA, WI",SINGLE,UAN
"JUDD, IA","KENTON, OH",SINGLE,UAN
"JUDD, IA","KIDRON, OH",SINGLE,UAN
"JUDD, IA","KILE, OH",SINGLE,UAN
"JUDD, IA","KINDRED, ND",SINGLE,UAN
"JUDD, IA","KINGSBURY (LA PORTE), IN",SINGLE,UAN
"JUDD, IA","LA CROSSE, IN",SINGLE,UAN
"JUDD, IA","LAFAYETTE, IN",SINGLE,UAN
"JUDD, IA","LAKE ODESSA, MI",SINGLE,UAN
"JUDD, IA","LATTY, OH",SINGLE,UAN
"JUDD, IA","LEESBURG, IN",SINGLE,UAN
"JUDD, IA","LEESPORT, PA",SINGLE,UAN
"JUDD, IA","LENA, IL",SINGLE,UAN
"JUDD, IA","LEWISTOWN, PA",SINGLE,UAN
"JUDD, IA","LINDEN, IN",SINGLE,UAN
"JUDD, IA","LORDSTOWN, OH",SINGLE,UAN
"JUDD, IA","LYNCH, MD",SINGLE,UAN
"JUDD, IA","LYNDONVILLE, VT",SINGLE,UAN
"JUDD, IA","MALDEN, IN",SINGLE,UAN
"JUDD, IA","MARION, PA",SINGLE,UAN
"JUDD, IA","MARKESAN, WI",SINGLE,UAN
"JUDD, IA","MARSHALL, WI",SINGLE,UAN
"JUDD, IA","MARTIN, OH",SINGLE,UAN
"JUDD, IA","MARYSVILLE, OH",SINGLE,UAN
"JUDD, IA","MCLEANSBORO, IL",SINGLE,UAN
"JUDD, IA","MEDINA, NY",SINGLE,UAN
"JUDD, IA","MENAN, ID",SINGLE,UAN
"JUDD, IA","MIDDLETON, MI",SINGLE,UAN
"JUDD, IA","MILFORD JCT, IN",SINGLE,UAN
"JUDD, IA","MILFORD, IN",SINGLE,UAN
"JUDD, IA","MINIDOKA, ID",SINGLE,UAN
"JUDD, IA","MONTICELLO, IN",SINGLE,UAN
"JUDD, IA","MOORETON, ND",SINGLE,UAN
"JUDD, IA","MORRAL, OH",SINGLE,UAN
"JUDD, IA","MORRISTOWN, IN",SINGLE,UAN
"JUDD, IA","MT AIRY, MD",SINGLE,UAN
"JUDD, IA","MT VERNON, OH",SINGLE,UAN
"JUDD, IA","MUSKEGON, MI",SINGLE,UAN
"JUDD, IA","NEW HOLLAND, PA",SINGLE,UAN
"JUDD, IA","NORTH JAVA, NY",SINGLE,ATS
"JUDD, IA","NORTH JAVA, NY",SINGLE,UAN
"JUDD, IA","NORTH LAPWAI, ID",SINGLE,UAN
"JUDD, IA","O'NEILL, NE",SINGLE,UAN
"JUDD, IA","OBLONG, IL",SINGLE,UAN
"JUDD, IA","ORANGEBURG, SC",SINGLE,UAN
"JUDD, IA","OSHKOSH, WI",SINGLE,UAN
"JUDD, IA","OTTAWA, OH",SINGLE,UAN
"JUDD, IA","PARAMOUNT (HAGERSTOWN), MD",SINGLE,UAN
"JUDD, IA","PARKER CITY, IN",SINGLE,UAN
"JUDD, IA","PARMA, ID",SINGLE,UAN
"JUDD, IA","PAUL, ID",SINGLE,UAN
"JUDD, IA","PEMBERTON, OH",SINGLE,UAN
"JUDD, IA","PEMBERVILLE, OH",SINGLE,UAN
"JUDD, IA","PIERSON, IL",SINGLE,UAN
"JUDD, IA","PIGEON, MI",SINGLE,UAN
"JUDD, IA","PLEASANT RIDGE, IN",SINGLE,UAN
"JUDD, IA","PLOVER, WI",SINGLE,UAN
"JUDD, IA","PONETO, IN",SINGLE,UAN
"JUDD, IA","POWELL, WY",SINGLE,UAN
"JUDD, IA","PRESTON, ID",SINGLE,UAN
"JUDD, IA","READFIELD, WI",SINGLE,UAN
"JUDD, IA","REAGAN, IN",SINGLE,UAN
"JUDD, IA","REEDSBURG, WI",SINGLE,UAN
"JUDD, IA","RIPON, WI",SINGLE,UAN
"JUDD, IA","RISING SUN, OH",SINGLE,UAN
"JUDD, IA","ROACHDALE, IN",SINGLE,UAN
"JUDD, IA","ROCHESTER, NY",SINGLE,UAN
"JUDD, IA","ROCK SPRINGS, WI",SINGLE,UAN
"JUDD, IA","ROMNEY, IN",SINGLE,UAN
"JUDD, IA","RUSSIA, OH",SINGLE,UAN
"JUDD, IA","SAGINAW, MI",SINGLE,UAN
"JUDD, IA","SCHAGHTICOKE, NY",SINGLE,UAN
"JUDD, IA","SCIRCLEVILLE, IN",SINGLE,UAN
"JUDD, IA","SEAFORD (DCR), PA",SINGLE,UAN
"JUDD, IA","SENECA, IL",SINGLE,UAN
"JUDD, IA","SEVILLE, OH",SINGLE,UAN
"JUDD, IA","SEYMOUR, IN",SINGLE,UAN
"JUDD, IA","SHAWANO, WI",SINGLE,UAN
"JUDD, IA","SHELL ROCK, IA",SINGLE,UAN
"JUDD, IA","SIDNEY, OH",SINGLE,UAN
"JUDD, IA","SILVER SPRINGS, NY",SINGLE,UAN
"JUDD, IA","SIOUX CITY, IA",SINGLE,10-34-0
"JUDD, IA","SIOUX CITY, IA",SINGLE,ATS
"JUDD, IA","SIOUX CITY, IA",SINGLE,UAN
"JUDD, IA","SMITHVILLE, OH",SINGLE,UAN
"JUDD, IA","SOUTH BEAVER DAM, WI",SINGLE,UAN
"JUDD, IA","ST ALBANS, VT",SINGLE,10-34-0
"JUDD, IA","ST ALBANS, VT",SINGLE,ATS
"JUDD, IA","ST ALBANS, VT",SINGLE,UAN
"JUDD, IA","ST ANTHONY, ID",SINGLE,UAN
"JUDD, IA","STACYVILLE, IA",SINGLE,10-34-0
"JUDD, IA","STACYVILLE, IA",SINGLE,ATS
"JUDD, IA","STACYVILLE, IA",SINGLE,UAN
"JUDD, IA","STANDLEY, OH",SINGLE,UAN
"JUDD, IA","STANLEY, WI",SINGLE,UAN
"JUDD, IA","STAUNTON, VA",SINGLE,UAN
"JUDD, IA","STERLING, OH",SINGLE,UAN
"JUDD, IA","SUGAR CITY, ID",SINGLE,UAN
"JUDD, IA","SULLIVAN, OH",SINGLE,UAN
"JUDD, IA","SUNFIELD, MI",SINGLE,UAN
"JUDD, IA","TIFTON, GA",SINGLE,UAN
"JUDD, IA","TOETERVILLE, IA",SINGLE,10-34-0
"JUDD, IA","TOETERVILLE, IA",SINGLE,ATS
"JUDD, IA","TOETERVILLE, IA",SINGLE,UAN
"JUDD, IA","TOLEDO, OH",SINGLE,UAN
"JUDD, IA","TOLONO, IL",SINGLE,UAN
"JUDD, IA","TROY GROVE, IL",SINGLE,UAN
"JUDD, IA","TROY GROVE, WI",SINGLE,UAN
"JUDD, IA","TULLY, NY",SINGLE,UAN
"JUDD, IA","UNIOPOLIS, OH",SINGLE,UAN
"JUDD, IA","URBANA, IN",SINGLE,UAN
"JUDD, IA","VAN WERT, OH",SINGLE,UAN
"JUDD, IA","WATERLOO, IA",SINGLE,UAN
"JUDD, IA","WATSEKA, IL",SINGLE,UAN
"JUDD, IA","WAWAKA, IN",SINGLE,UAN
"JUDD, IA","WAYLAND, MI",SINGLE,UAN
"JUDD, IA","WEBBERVILLE, MI",SINGLE,UAN
"JUDD, IA","WELLSBORO, IN",SINGLE,UAN
"JUDD, IA","WEYERS CAVE, VA",SINGLE,UAN
"JUDD, IA","WHITE PINE, TN",SINGLE,UAN
"JUDD, IA","WHITESVILLE, IN",SINGLE,UAN
"JUDD, IA","WOLSEY, SD",SINGLE,UAN
"JUDD, IA","WOODBURY, MI",SINGLE,UAN
"JUDD, IA","YODER, IN",SINGLE,UAN
"JUDD, IA","YORK, PA",SINGLE,UAN
"JUDD, NE","ATALISSA, IA",SINGLE,UAN
"KANKAKEE, IL","AMBIA, IN",SINGLE,10-34-0
"KANKAKEE, IL","AMBIA, IN",SINGLE,ATS
"KANKAKEE, IL","AMBIA, IN",SINGLE,UAN
"KANKAKEE, IL","BEAVERVILLE, IL",SINGLE,10-34-0
"KANKAKEE, IL","BEAVERVILLE, IL",SINGLE,ATS
"KANKAKEE, IL","BEAVERVILLE, IL",SINGLE,UAN
"KANKAKEE, IL","BOSWELL, IN",SINGLE,10-34-0
"KANKAKEE, IL","BOSWELL, IN",SINGLE,ATS
"KANKAKEE, IL","BOSWELL, IN",SINGLE,UAN
"KANKAKEE, IL","DANVILLE, IL",SINGLE,10-34-0
"KANKAKEE, IL","DANVILLE, IL",SINGLE,ATS
"KANKAKEE, IL","DANVILLE, IL",SINGLE,UAN
"KANKAKEE, IL","DONOVAN, IL",SINGLE,10-34-0
"KANKAKEE, IL","DONOVAN, IL",SINGLE,ATS
"KANKAKEE, IL","DONOVAN, IL",SINGLE,UAN
"KANKAKEE, IL","FOWLER, IN",SINGLE,10-34-0
"KANKAKEE, IL","FOWLER, IN",SINGLE,ATS
"KANKAKEE, IL","FOWLER, IN",SINGLE,DAP
"KANKAKEE, IL","FOWLER, IN",SINGLE,MAP
"KANKAKEE, IL","FOWLER, IN",SINGLE,UAN
"KANKAKEE, IL","OTTERBEIN, IN",SINGLE,10-34-0
"KANKAKEE, IL","OTTERBEIN, IN",SINGLE,ATS
"KANKAKEE, IL","OTTERBEIN, IN",SINGLE,DAP
